CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,latitude,longitude,BriefFacts
5666,900170111202400001,202400001,2024-01-12,1006,111,9,1,3,17,4,68,2024-01-11 16:59:49,2024-01-11 17:40:49,2024-01-12 12:01:13,17.1854,76.702951,"On the date of occurrence, during the day, an incident of dowry death was reported within the jurisdiction of Kalaburagi Rural Police Station. Preliminary inquiry has been initiated."
5667,200130118202600003,202600003,2026-06-05,1060,118,2,3,11,55,1,49,2026-06-04 08:59:51,2026-06-04 09:19:51,2026-06-05 14:07:52,15.435972,75.162157,Information was received regarding hit and run during the day in the limits of Hubballi Old City Police Station. The case has been taken up for detailed inquiry.
5668,600260128202200001,202200001,2022-05-04,1134,128,6,3,1,5,6,99,2022-05-02 18:42:53,2022-05-02 19:14:53,2022-05-04 01:13:08,13.230981,77.014512,"A case of simple hurt came to notice late at night, and the matter was registered at Sira Police Station for further investigation as per procedure."
5669,100220091202500006,202500006,2025-11-17,853,91,1,2,11,54,7,83,2025-11-15 05:22:45,2025-11-15 06:03:45,2025-11-17 03:37:43,12.227566,76.511216,"A case of drunken driving came to notice in the early morning, and the matter was registered at Mysuru Traffic Police Station for further investigation as per procedure."
5670,100220088202600007,202600007,2026-02-05,820,88,1,4,11,58,2,82,2026-02-03 11:36:19,2026-02-03 12:06:19,2026-02-05 07:25:52,12.499618,76.667428,"On the date of occurrence, during the day, an incident of traffic signal violation was reported within the jurisdiction of Jayalakshmipuram Police Station. Preliminary inquiry has been initiated."
5671,100170113202100007,202100007,2021-12-21,1027,113,1,3,11,53,6,66,2021-12-21 16:17:48,2021-12-21 17:00:48,2021-12-21 16:18:14,17.45328,76.9866,The complainant reported an act of rash & negligent driving occurring during the day in the area covered by Chittapur Police Station. Investigation is in progress to identify those responsible.
5672,400050081202100001,202100001,2021-08-25,773,81,4,3,12,61,6,19,2021-08-25 13:52:55,2021-08-25 14:15:55,2021-08-25 20:42:39,12.931807,77.679387,"On the date of occurrence, late at night, an incident of arms act violation was reported within the jurisdiction of Electronic City Police Station. Preliminary inquiry has been initiated."
5673,100030106202500025,202500025,2025-05-19,975,106,1,2,9,44,2,10,2025-05-17 06:09:21,2025-05-17 06:15:21,2025-05-19 03:54:34,15.670107,74.645324,"A case of cyberstalking came to notice in the early morning, and the matter was registered at Khanapur Police Station for further investigation as per procedure."
5674,100030109202300012,202300012,2023-10-13,992,109,1,2,10,50,6,10,2023-10-13 01:47:59,2023-10-14 21:43:45,2023-10-13 20:39:47,15.678002,74.355495,Information was received regarding drug trafficking in the evening in the limits of Belagavi CEN Crime Police Station. The case has been taken up for detailed inquiry.
5675,200050078202200004,202200004,2022-12-17,740,78,2,3,10,51,7,121,2022-12-17 06:35:50,2022-12-17 07:19:50,2022-12-17 13:45:50,12.964377,77.544835,"On the date of occurrence, during the day, an incident of cultivation of narcotic plants was reported within the jurisdiction of Rajajinagar Police Station. Preliminary inquiry has been initiated."
5676,100100166202500004,202500004,2025-01-18,1423,166,1,2,3,21,8,39,2024-12-25 03:06:48,2024-12-25 03:30:48,2025-01-18 07:31:33,14.189067,76.241087,The complainant reported an act of stalking occurring during the day in the area covered by Chitradurga Town Police Station. Investigation is in progress to identify those responsible.
5677,200170111202200001,202200001,2022-02-18,1006,111,2,2,2,10,8,65,2022-02-17 01:35:26,2022-02-17 01:58:26,2022-02-18 20:17:48,17.156072,76.70189,"A case of robbery came to notice in the evening, and the matter was registered at Kalaburagi Rural Police Station for further investigation as per procedure."
5678,200260131202300002,202300002,2023-07-31,1168,131,2,3,2,9,8,98,2023-07-29 16:00:18,2023-07-29 16:03:18,2023-07-31 03:29:03,13.230382,77.122397,"On the date of occurrence, late at night, an incident of house-breaking / burglary was reported within the jurisdiction of Tumakuru Traffic Police Station. Preliminary inquiry has been initiated."
5679,100310201202100002,202100002,2021-11-15,1699,201,1,2,2,10,2,117,2021-11-14 19:01:54,2021-11-14 19:02:54,2021-11-15 14:49:33,15.186736,76.191074,"On the date of occurrence, during the day, an incident of robbery was reported within the jurisdiction of Kampli Police Station. Preliminary inquiry has been initiated."
5680,100270170202500005,202500005,2025-08-20,1452,170,1,4,11,58,8,105,2025-08-20 08:05:54,2025-08-20 08:22:54,2025-08-20 08:39:18,13.206273,74.626158,"A case of traffic signal violation came to notice during the day, and the matter was registered at Udupi Town Police Station for further investigation as per procedure."
5681,300260133202200001,202200001,2022-08-05,1177,133,3,4,12,63,10,97,2022-08-04 05:22:44,2022-08-04 05:22:44,2022-08-05 14:42:07,13.473662,77.122285,The complainant reported an act of anti-ragging violation occurring during the day in the area covered by Tumakuru CEN Crime Police Station. Investigation is in progress to identify those responsible.
5682,200110097202500008,202500008,2025-11-18,898,97,2,1,1,6,5,42,2025-11-17 12:36:54,2025-11-17 13:09:54,2025-11-18 05:27:52,13.066925,74.681027,The complainant reported an act of kidnapping & abduction occurring during the day in the area covered by Mangaluru West Police Station. Investigation is in progress to identify those responsible.
5683,100220087202500008,202500008,2025-09-06,813,87,1,2,11,57,6,84,2025-09-05 12:26:07,2025-09-05 12:43:07,2025-09-06 20:10:55,12.068392,76.528003,Information was received regarding non-fatal motor vehicle accident in the evening in the limits of Vijayanagar Police Station. The case has been taken up for detailed inquiry.
5684,100170110202300022,202300022,2023-11-27,999,110,1,2,2,9,6,66,2023-11-25 07:29:15,2023-11-25 08:09:15,2023-11-27 06:18:11,17.181079,76.695747,"On the date of occurrence, in the early morning, an incident of house-breaking / burglary was reported within the jurisdiction of Kalaburagi Market Police Station. Preliminary inquiry has been initiated."
5685,100130124202600002,202600002,2026-02-07,1109,124,1,1,2,11,2,51,2026-02-06 02:31:58,2026-02-06 03:03:58,2026-02-07 10:33:57,15.532505,75.090017,"On the date of occurrence, during the day, an incident of dacoity was reported within the jurisdiction of Dharwad Women Police Station. Preliminary inquiry has been initiated."
5686,100110101202400014,202400014,2024-08-21,930,101,1,3,12,59,6,40,2024-08-21 00:43:19,2024-08-21 01:04:19,2024-08-21 20:41:07,12.787819,74.997995,"A case of karnataka excise act violation came to notice in the evening, and the matter was registered at Dakshina Kannada CEN Crime Police Station for further investigation as per procedure."
5687,100030102202200005,202200005,2022-07-14,934,102,1,2,2,13,6,11,2022-07-13 23:21:13,2022-07-13 23:42:13,2022-07-14 13:41:14,15.650881,74.370136,"On the date of occurrence, during the day, an incident of cheating (property) was reported within the jurisdiction of Belagavi Camp Police Station. Preliminary inquiry has been initiated."
5688,100030106202300016,202300016,2023-09-16,978,106,1,2,2,10,9,11,2023-09-15 04:23:08,2023-09-15 04:51:08,2023-09-16 23:10:44,15.672902,74.67831,"On the date of occurrence, late at night, an incident of robbery was reported within the jurisdiction of Khanapur Police Station. Preliminary inquiry has been initiated."
5689,100260129202500027,202500027,2025-01-12,1150,129,1,1,3,15,2,98,2025-01-12 18:13:52,2025-01-12 18:53:52,2025-01-12 18:56:17,13.430735,76.938598,"On the date of occurrence, in the evening, an incident of rape was reported within the jurisdiction of Tiptur Police Station. Preliminary inquiry has been initiated."
5690,100310201202400004,202400004,2024-10-14,1703,201,1,3,3,20,2,116,2024-10-13 23:16:29,2024-10-13 23:58:29,2024-10-14 07:10:33,15.169115,76.201207,Information was received regarding domestic violence during the day in the limits of Kampli Police Station. The case has been taken up for detailed inquiry.
5691,100220086202300009,202300009,2023-01-06,809,86,1,3,11,55,3,83,2023-01-06 08:17:56,2023-01-06 09:02:56,2023-01-06 23:19:01,12.257429,76.54116,The complainant reported an act of hit and run occurring late at night in the area covered by Devaraja Police Station. Investigation is in progress to identify those responsible.
5692,100130122202500007,202500007,2025-09-18,1103,122,1,1,3,17,2,53,2025-09-16 15:06:41,2025-09-16 15:16:41,2025-09-18 08:12:28,15.548553,74.966684,"A case of dowry death came to notice during the day, and the matter was registered at Navanagar Police Station for further investigation as per procedure."
5693,100310201202200001,202200001,2022-07-27,1699,201,1,2,6,31,2,117,2022-07-27 03:23:37,2022-07-27 03:55:37,2022-07-27 11:50:03,15.200627,76.216144,"On the date of occurrence, during the day, an incident of unlawful assembly was reported within the jurisdiction of Kampli Police Station. Preliminary inquiry has been initiated."
5694,100060158202500005,202500005,2025-09-17,1365,158,1,3,12,62,7,27,2025-09-16 22:47:04,2025-09-16 23:12:04,2025-09-17 10:13:46,17.699778,77.357898,The complainant reported an act of karnataka police act violation occurring during the day in the area covered by Bidar Town Police Station. Investigation is in progress to identify those responsible.
5695,500110101202200001,202200001,2022-10-07,932,101,5,3,12,59,6,41,2022-10-06 16:03:46,2022-10-06 16:30:46,2022-10-07 18:09:33,12.75018,74.975235,"On the date of occurrence, in the evening, an incident of karnataka excise act violation was reported within the jurisdiction of Dakshina Kannada CEN Crime Police Station. Preliminary inquiry has been initiated."
5696,100170115202400005,202400005,2024-03-10,1046,115,1,2,2,14,3,66,2024-03-09 11:21:13,2024-03-09 11:44:13,2024-03-10 21:54:48,17.200194,76.633466,The complainant reported an act of mischief / criminal damage occurring late at night in the area covered by Kalaburagi Traffic Police Station. Investigation is in progress to identify those responsible.
5697,800170110202200001,202200001,2022-11-03,997,110,8,3,11,55,6,65,2022-11-02 20:19:49,2022-11-02 20:48:49,2022-11-03 13:56:37,17.20644,76.699838,The complainant reported an act of hit and run occurring during the day in the area covered by Kalaburagi Market Police Station. Investigation is in progress to identify those responsible.
5698,100120141202600002,202600002,2026-03-26,1230,141,1,2,3,19,1,46,2026-03-10 16:02:31,2026-03-10 16:47:31,2026-03-26 15:32:46,14.391423,76.002865,The complainant reported an act of sexual harassment occurring in the evening in the area covered by Davanagere Women Police Station. Investigation is in progress to identify those responsible.
5699,100130121202300010,202300010,2023-03-06,1091,121,1,3,8,41,6,49,2023-03-05 00:48:53,2023-03-05 01:25:53,2023-03-06 19:05:03,15.639112,75.197463,The complainant reported an act of money laundering occurring in the evening in the area covered by Vidyanagar Police Station. Investigation is in progress to identify those responsible.
5700,100220091202400011,202400011,2024-06-17,853,91,1,2,3,20,4,82,2024-06-15 23:34:06,2024-06-15 23:39:06,2024-06-17 18:29:56,12.225708,76.512465,"On the date of occurrence, in the evening, an incident of domestic violence was reported within the jurisdiction of Mysuru Traffic Police Station. Preliminary inquiry has been initiated."
5701,100240195202300003,202300003,2023-08-14,1654,195,1,3,3,20,9,92,2023-08-14 13:03:17,2023-08-14 13:44:17,2023-08-14 13:30:17,12.816811,77.421091,"A case of domestic violence came to notice during the day, and the matter was registered at Channapatna Police Station for further investigation as per procedure."
5702,100250143202300006,202300006,2023-09-21,1250,143,1,3,8,41,9,96,2023-09-21 07:18:20,2023-09-21 07:46:20,2023-09-21 11:50:01,13.792102,75.626665,Information was received regarding money laundering during the day in the limits of Shivamogga Rural Police Station. The case has been taken up for detailed inquiry.
5703,500110101202100002,202100002,2021-01-19,932,101,5,2,2,14,7,40,2021-01-18 09:44:28,2021-01-18 10:06:28,2021-01-19 15:33:08,12.781445,74.980061,"A case of mischief / criminal damage came to notice during the day, and the matter was registered at Dakshina Kannada CEN Crime Police Station for further investigation as per procedure."
5704,200300199202200001,202200001,2022-09-02,1684,199,2,2,2,12,8,114,2022-09-01 21:53:11,2022-09-01 21:54:11,2022-09-01 22:45:02,16.870902,77.196493,The complainant reported an act of criminal breach of trust occurring late at night in the area covered by Yadgir Rural Police Station. Investigation is in progress to identify those responsible.
5705,100030106202300017,202300017,2023-08-25,978,106,1,2,4,23,8,11,2023-08-23 12:51:34,2023-08-23 13:21:34,2023-08-25 02:48:30,15.678819,74.655684,The complainant reported an act of child trafficking occurring late at night in the area covered by Khanapur Police Station. Investigation is in progress to identify those responsible.
5706,100030106202600010,202600010,2026-04-02,978,106,1,1,3,17,1,14,2026-04-01 15:30:37,2026-04-01 16:05:37,2026-04-02 18:12:17,15.66975,74.652689,"On the date of occurrence, in the evening, an incident of dowry death was reported within the jurisdiction of Khanapur Police Station. Preliminary inquiry has been initiated."
